"x1","x2","x3","f"
0.0250945689622313,0.131481504067779,1.61904583568685,"A"
0.492303207982332,1.29984880564734,1.79890194581822,"D"
0.892901695566252,1.20694960234687,0.663742461008951,"C"
0.980242823716253,0.831105074379593,1.78067164379172,"D"
0.59764685225673,0.321839446201921,1.38421168201603,"C"
0.62732340907678,1.78477055858821,2.63452807255089,"B"
0.983705724123865,0.677840220276266,0.429560661083087,"C"
0.925197689794004,1.56035673711449,0.830025945324451,"D"
0.170064813457429,1.27375485235825,0.233067470602691,"A"
0.743015876505524,0.6512420787476,0.882162850582972,"C"
0.487967525376007,0.365575131960213,0.114304546499625,"A"
0.232148605864495,0.881977850571275,1.97568983165547,"D"
0.690856341039762,0.0336411073803902,0.339969728607684,"A"
0.23647221410647,0.937679601367563,0.578516704263166,"A"
0.581675567664206,1.67739895451814,0.585122896358371,"C"
0.986796846846119,0.858861437067389,0.621056537842378,"C"
0.43944978271611,0.927237676922232,1.13655191170983,"C"
0.365298265125602,1.48940542479977,1.08887073467486,"C"
0.860219640424475,1.96021752711385,0.759067134931684,"D"
0.182120098266751,0.899378075264394,0.57192836003378,"A"
0.382048355415463,0.534189607948065,2.70577786280774,"D"
0.257429021410644,1.00658270111308,2.35416440223344,"D"
0.0744545760098845,0.917402654420584,0.277947545517236,"A"
0.151122331852093,0.380415436346084,1.14453677809797,"A"
0.369874294148758,0.805909334681928,2.21492773247883,"D"
0.115759755019099,1.83267974248156,2.71385138877667,"B"
0.879466636572033,0.448686558287591,0.419172469060868,"A"
0.474774789763615,1.23420066852123,1.31331537896767,"D"
0.335831565316767,1.92675874754786,2.84830268262886,"B"
0.635282466653734,0.214899012353271,0.848537101875991,"A"
0.257369641214609,1.33028183411807,0.454131442587823,"C"
0.980359053472057,1.34791292948648,2.73416197160259,"B"
0.999058984220028,0.326052240561694,2.28162436187267,"D"
0.00222166208550334,0.806256012525409,2.41939403722063,"D"
0.832167063141242,0.673978960607201,0.0603657332248986,"A"
0.792345961555839,1.75360045395792,0.431623452343047,"C"
0.270718448096886,1.45038560777903,1.45654864003882,"D"
