"X1","X2","X3","X4"
8.56834963614217,9.14191657411677,4.4358115083278,9.409734058402
5.47347191363,5.45734234258242,9.39001186245432,6.84785987640784
10.7950706035119,4.38831147408853,6.89633520919043,9.96150168139772
6.38499239043506,6.87039187261917,7.97723822703395,11.7495310113216
6.02142390780682,4.01610843468124,4.72552545407177,11.4562813490115
5.81787841121422,7.63389039887379,6.4786504717071,7.48281622739978
5.74336443137204,6.9390517294213,3.96515406851504,4.1192737031857
3.04064020015336,5.61351895561053,6.66861070597563,1.05374058435262
4.82727113677298,4.78872552270282,8.12942299480738,6.43771012197306
7.52658710249423,7.54901424245384,5.79027983811453,6.30360088880014
3.26740831966087,5.85967341095628,3.41233412282933,9.20108963522966
0.458259946184524,2.07907179999091,4.49482992097781,5.76829385784255
4.42499275523263,3.13357581758333,2.01386848526394,4.62732878366099
3.73969400836838,2.7527163848814,1.73218291762296,3.95067043289929
5.16319270754675,4.18255187869097,3.56989644529471,2.95007198895319
3.88244025558889,5.52578690489263,4.58353633375073,0.209153723574149
4.79760539678494,4.5847707830824,5.08406772096146,-0.0954628424478421
6.64703979724408,6.34112762503789,8.4480224094391,3.3657105006272
7.20140678694371,10.7657235841867,5.0870930827981,6.7290065015979
6.23432443521462,7.59710527611703,8.22352624859277,6.37509132781353
10.0405881527324,5.29934002051897,10.7496032767072,7.04666109157042
7.74953450838933,7.25292275293917,9.5152369033745,10.8873620595005
10.3333814858502,7.96767749646732,4.72660276545528,11.3794348558901
7.04205388088217,5.53492490442517,6.47329945582008,8.26302272770194
10.4758005116335,5.29197869532713,6.91258722767022,10.6799199194562
5.68192098853962,3.28068042928122,5.00381423334101,11.4716027963472
4.33069834261925,3.11638133006539,7.22140016672484,7.88457758252931
8.73074761079734,5.02806290742322,4.65741783256412,8.28558344887099
3.01023525185515,1.1722054322463,4.46027109603157,3.58402651535744
3.81382512180288,0.468725847744572,6.33689773549464,8.41033991888955
3.75161927333919,4.65555769568175,3.78286980399755,8.12161237607439
7.61847032512303,2.15297512165228,2.10823065917312,8.2288145843311
4.51342837460411,4.25450853531886,7.43093440597831,3.8764330481972
6.12901869705496,3.35140291260704,3.54813186920982,6.75389083698529
2.96786987941748,3.09469683936796,2.08609385816037,6.46840944703941
1.77572825405333,3.86708244999141,6.72499023515214,1.59769644680373
3.65540100993054,8.3569213296144,5.1512149042384,6.31502723043935
10.8511827222536,9.22111756578443,7.86928000519741,4.50478159141831
8.69157688654957,11.5041365898283,9.59900623934172,5.61560253124194
12.471965616169,8.55705961297674,6.67459944164029,4.82329183168726
6.43555599098908,5.64572574221155,11.6511287014334,5.36803341899564
9.31151301235955,8.01059441809653,6.09255129776066,8.56016413035588
8.45845662145354,8.37972414321777,7.76242855307084,4.19526109284537
7.38318073481055,8.76057929222875,8.8917227605327,7.3202792092327
8.43348724149528,7.28335356854576,6.61357983284854,9.26818062586019
2.68784754276886,9.03401021524662,8.057952568064,6.30732442915692
5.86604592419711,10.1461403345147,-0.676976245663986,9.76894438152794
-1.81875191522842,5.84157523890029,3.81503819742256,7.65884755672924
5.9863541279195,5.85416515891549,5.8493214488788,4.92803050028891
7.47460302922579,3.75512532564151,6.52108783217672,6.44602960614113
5.66938623850583,7.46197635340631,9.64340362694739,8.54281020221177
10.585558537275,5.33598158782697,4.28517296114797,9.85988042490241
6.18450620867487,2.68552677588518,7.97900248031259,6.90120293920136
8.045952554765,2.58823082203301,5.42865096133231,6.19502576769493
4.36955832071017,7.56464790331863,4.99631208579259,7.66512272605682
5.74305732223409,7.71082576677822,0.47470232919502,8.35843821328137
-1.06721473821799,4.95823150860537,4.22840742968249,7.14670771368689
5.37393299617796,4.28117527953061,-0.241640921851587,3.78547653531762
0.131627777840183,2.95704041279771,4.86852456304287,4.7723189096686
4.10729815983565,3.35768322376007,0.231024634333918,2.61127573242699
0.356414201885515,1.38452391426183,6.18827665405138,-0.431629109688648
6.15520512710897,4.54951236828431,1.9287627152745,5.49681446301146
4.07980270772813,4.79170838143282,4.32291385651688,-2.39178185739053
0.49814877165223,3.76512996968977,4.6504089938253,0.901170389408651
6.46168962580349,2.6517558051409,5.31846140053365,0.527702634271435
5.51304417234288,6.2311222134872,6.50479416388273,1.07310856715254
